"Sample_ID","Code","Sample_Date","Sample_Time","Gage_Ht","Temp","pH","Cond","Cl","NO3-N","SO4-S","Na","K","Mg","Ca","NH4-N","PO4-P","DOC","DIC","TDN","TDP","SiO2","DON","ChlorideCode","NitrateCode","SulfateCode","SodiumCode","PotassiumCode","MagnesiumCode","CalciumCode","NH4Code","PO4Code","DOCCode","DICCode","TDNCode","SiO2Code","DONCode","TSS"
"QPA",16931,1996-05-07,1030,NA,22,7.2,61.6,9.4,NA,0.66,4.91,0.42,1.74,2.12,NA,NA,NA,NA,NA,NA,8.42,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",16944,1996-05-14,1100,NA,21,7.1,60.7,8,NA,0.49,5.46,0.36,2.32,2.69,NA,NA,NA,NA,NA,NA,14.44,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",16957,1996-05-21,1120,NA,23,7.47,81.1,8.27,NA,0.45,6.38,0.48,3.21,3.96,NA,9,NA,NA,NA,NA,21.96,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",16970,1996-05-28,1018,NA,22.5,7.24,73.1,8.38,NA,0.47,6.32,0.21,3.18,4.11,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",16983,1996-06-04,1014,NA,22.5,7.01,56.7,8.16,NA,0.76,5.29,0.36,2.15,2.67,NA,NA,NA,NA,NA,NA,8.76,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",16996,1996-06-11,1000,NA,22,6.99,57.9,8.18,NA,0.67,5.25,0.3,1.96,2.73,NA,NA,NA,NA,NA,NA,10.95,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",17009,1996-06-18,946,NA,22,6.95,59.8,14.42,NA,0.9,9.16,0.51,3.59,4.13,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",17022,1996-06-25,1030,NA,23,7.41,83.1,8.34,NA,0.44,6.18,0.33,2.93,3.78,NA,NA,NA,NA,NA,NA,15.04,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",17035,1996-07-02,1100,NA,23,7.3,81.6,9,NA,0.51,6.94,0.3,3.5,4.15,NA,NA,NA,NA,NA,NA,16.64,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",17048,1996-07-09,1120,NA,22,7.2,76.1,11.24,NA,0.64,6.79,0.44,2.7,3.35,NA,NA,NA,NA,NA,NA,14.05,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",17061,1996-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",17074,1996-07-23,1120,NA,23,7.4,81.4,11.36,NA,0.65,8.37,0.52,4.52,5.65,NA,13,NA,NA,NA,NA,15.88,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",17087,1996-07-30,1015,NA,23,7.39,80.7,8.71,65,NA,6.36,0.37,3.06,4.36,NA,5,NA,NA,NA,NA,20.13,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",18000,1996-08-06,1145,NA,23,7.29,79.1,12.15,NA,0.77,7.94,0.45,3.81,4.96,NA,NA,NA,NA,NA,NA,12.68,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",18013,1996-08-13,1130,NA,23,7.45,81.9,8.49,NA,0.46,6.49,0.47,3.29,4.16,NA,5,NA,NA,NA,NA,18.49,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",18026,1996-08-20,1030,NA,23,7.31,80,8.51,NA,0.44,6.04,0.42,3.1,3.38,NA,NA,NA,NA,NA,NA,17.15,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",18039,1996-08-27,1100,NA,23,7.39,69.6,8.77,NA,0.51,6.51,0.32,3.42,4.64,NA,NA,NA,NA,NA,NA,17.23,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",18052,1996-09-03,1040,NA,24,7.34,86.8,8.73,NA,0.43,6.81,0.32,3.73,5,NA,NA,NA,NA,NA,NA,18.29,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",18065,1996-09-10,1230,NA,22,7.21,51,7.31,NA,0.49,4.83,0.15,1.68,2.34,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",18078,1996-09-17,1130,NA,23,7.34,72.7,8.03,NA,0.47,5.96,0.48,3.03,3.54,NA,NA,NA,NA,NA,NA,15.23,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",18091,1996-09-24,1200,NA,24,7.5,79.6,8.49,NA,0.45,6.14,0.2,3.44,3.71,NA,NA,NA,NA,NA,NA,20.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19004,1996-10-01,1200,NA,23,7.35,80.5,8.1,NA,0.47,6.3,0.38,3.31,4.05,NA,NA,NA,NA,NA,NA,20.3,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19017,1996-10-08,945,NA,23,7.35,81.1,7.63,NA,0.47,6.27,0.42,3.48,4.18,NA,NA,NA,NA,NA,NA,20.74,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19030,1996-10-15,1145,NA,23,7.67,87.9,7.78,95,NA,7.83,0.47,3.67,4.51,NA,NA,NA,NA,NA,NA,4.37,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19043,1996-10-22,1140,NA,23,7.45,91.3,7.96,103,NA,7.02,0.38,3.8,4.72,NA,NA,NA,NA,NA,NA,8.97,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19056,1996-10-29,1130,NA,23,7.44,66.5,6.75,108,NA,6.94,0.52,2.35,2.92,NA,NA,NA,NA,NA,NA,0.69,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19069,1996-11-05,1015,NA,23,7.22,64.6,6.8,85,NA,5.64,0.32,2.5,3.05,NA,NA,NA,NA,NA,NA,10.94,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19082,1996-11-12,930,NA,22,6.9,33.3,5.42,20,NA,3.84,0.26,0.88,0.95,NA,6,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19095,1996-11-19,1115,NA,22,7.32,68.1,7.44,74,NA,6.13,0.53,2.58,3.39,NA,NA,NA,NA,NA,NA,13.55,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19108,1996-11-26,1120,NA,22,7.36,70.9,8.86,93,NA,7.75,1.17,2.6,3.69,NA,NA,NA,NA,NA,NA,9.55,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19121,1996-12-03,850,NA,22,7.56,72.2,8.01,94,NA,6.21,0.44,2.95,3.88,NA,NA,NA,NA,NA,NA,9.42,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19134,1996-12-10,1125,NA,21,7.46,82.7,8.17,105,NA,6.2,0.35,3.36,4.11,NA,NA,NA,NA,NA,NA,6.59,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19147,1996-12-17,1125,NA,22,7.28,89.1,10.55,86,NA,9.09,0.65,4.08,8.96,NA,NA,NA,NA,NA,NA,8.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19160,1996-12-24,1130,NA,21,7.44,83.7,8.53,87,NA,6.68,0.37,3.44,4.37,NA,NA,NA,NA,NA,NA,22.28,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19186,1997-01-08,1010,NA,21,7.59,78.3,8.11,91,1.96,6.25,0.35,3.23,4.1,NA,NA,NA,NA,NA,NA,25.44,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19199,1997-01-14,1220,NA,21,7.44,92.5,8.12,123,NA,7.54,0.57,4.08,5.54,NA,6,NA,NA,NA,NA,25.5,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19212,1997-01-21,1120,NA,21,7.22,54.1,6.63,134,NA,4.75,0.4,1.91,2.68,NA,NA,NA,NA,NA,NA,1.41,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19225,1997-01-28,1210,NA,20,7.26,72.8,8.94,100,NA,6.84,0.46,2.79,3.8,NA,NA,NA,NA,NA,NA,9.6,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19233,1997-02-04,1130,NA,20,7.14,81.7,7.8,101,NA,6.16,0.44,3.02,3.57,NA,NA,NA,NA,NA,NA,25.43,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19245,1997-02-11,1120,NA,20,6.88,86,10.4,24,NA,7.4,0.37,1.85,1.76,NA,5,NA,NA,NA,NA,6.93,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19258,1997-02-18,1110,NA,20,6.88,83.4,8.31,88,NA,6.5,0.39,3.17,4.11,NA,NA,NA,NA,NA,NA,18.46,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19273,1997-02-25,1230,NA,22,7.16,76.1,8.43,72,NA,6.99,1.47,2.8,3.49,NA,NA,NA,NA,NA,NA,2.45,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19285,1997-03-04,1100,NA,21,7.09,79.1,9.22,84,NA,6.68,0.51,2.78,3.36,NA,NA,NA,NA,NA,NA,2.29,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19297,1997-03-11,1120,NA,20,7.39,79.1,8.43,88,NA,6.98,0.45,3.19,3.96,NA,NA,NA,NA,NA,NA,3.52,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19309,1997-03-18,1100,NA,20,7,76.8,8.53,80,NA,6.77,0.61,3.17,4.11,NA,NA,NA,NA,NA,NA,16.21,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19321,1997-03-25,955,NA,20,7.29,89.6,9.26,106,NA,7.91,0.46,3.78,4.9,NA,NA,NA,NA,NA,NA,3.71,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19333,1997-04-01,1040,NA,20,7.24,92.2,NA,NA,NA,8.08,0.44,3.46,4.9,NA,NA,NA,NA,NA,NA,7.51,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19345,1997-04-08,1140,NA,19.5,7.26,89.7,12.55,65,0.88,8.89,0.42,3.46,5.8,NA,14,1.68,NA,0.3,NA,11.83,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19357,1997-04-15,920,NA,21,7.46,91.1,12.18,93,NA,5.32,NA,NA,4.36,NA,NA,0.3,NA,NA,NA,4.44,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19369,1997-04-22,1005,NA,21,7.23,109.2,10.57,103,NA,11.82,1.05,5.03,6.99,NA,5,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19381,1997-04-29,1040,NA,21,7.08,109.7,9.93,102,NA,9.02,0.31,4.74,6.63,NA,NA,NA,NA,NA,NA,3.91,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19393,1997-05-06,1100,NA,21,7.32,98.5,8.71,64,NA,8.86,0.56,4.27,5.61,NA,NA,NA,NA,NA,NA,1.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19405,1997-05-13,1100,NA,22,7.4,101.3,9.71,66,NA,7.06,0.53,3.33,4.31,NA,NA,NA,NA,NA,NA,1.32,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19417,1997-05-20,1000,NA,21,6.59,102.5,8.73,108,NA,8.18,0.37,4.2,6.13,NA,14,NA,NA,NA,NA,23.76,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19429,1997-05-27,1100,NA,21,7.29,104.5,9.69,113,NA,8.92,0.9,4.62,6.66,NA,NA,NA,NA,NA,NA,3.53,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19441,1997-06-03,1050,NA,21,6.32,101.3,8.45,58,0.91,5.12,0.18,1.42,2.08,NA,NA,NA,NA,NA,NA,17.18,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19453,1997-06-10,1045,NA,22,6.93,97.1,9.75,69,NA,7.3,0.6,4.18,5.97,NA,15,NA,NA,NA,NA,20.64,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19465,1997-06-17,1045,NA,22,7.27,92.5,8.59,50,NA,8.42,0.7,3.73,4.76,NA,NA,NA,NA,NA,NA,3.35,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19477,1997-06-24,1050,NA,22,7.06,76.4,10.99,131,NA,6.46,0.75,1.99,3.47,NA,NA,NA,NA,NA,NA,10.92,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19489,1997-07-01,1120,NA,23,7.46,90.8,8.52,85,NA,6.57,0.37,3.5,4.87,NA,NA,NA,NA,NA,NA,1.32,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19501,1997-07-08,1110,NA,23,7.12,83.3,9.96,163,NA,7.52,0.32,2.56,4.56,NA,NA,NA,NA,NA,NA,20.37,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19513,1997-07-15,1100,NA,23,6.83,84.9,9.88,137,1.87,6.75,0.4,2.54,4.68,NA,NA,NA,NA,NA,NA,23.06,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19525,1997-07-23,135,NA,22,6.67,68.9,8.54,39,NA,5.28,0.35,1.57,2.96,NA,NA,NA,NA,NA,NA,22.58,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19537,1997-08-01,1000,NA,23,7.16,58.4,7.78,57,NA,5.18,0.28,1.68,3.31,NA,NA,NA,NA,NA,NA,25.93,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19549,1997-08-05,1115,NA,22,7.3,82.5,8.38,56,NA,7.74,0.5,3.52,4.52,NA,NA,NA,NA,NA,NA,20.3,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19561,1997-08-12,1110,NA,23,6.97,83.1,8.29,41,NA,5.81,0.72,3.17,3.78,NA,NA,NA,NA,NA,NA,7.87,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19573,1997-08-19,1100,NA,23,7.43,96.6,10.06,74,NA,7.02,0.22,3.65,6.03,NA,NA,NA,NA,NA,NA,22.37,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19585,1997-08-26,1013,NA,22.5,6.6,62.4,4.49,17,2.84,2.87,0.16,1.15,1.27,NA,NA,NA,NA,NA,NA,3.38,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19597,1997-09-02,1055,NA,23,6.95,80.2,10.32,80,NA,7.88,0.24,2.64,4.31,NA,NA,NA,NA,NA,NA,18.43,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19609,1997-09-09,1140,NA,23,7.11,94.2,8.42,78,NA,7.05,0.19,4.25,5.27,NA,NA,NA,NA,NA,NA,25.95,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19621,1997-09-16,1140,NA,23,7.17,76.4,6.06,8,NA,4.51,0.41,1.87,3.39,NA,NA,NA,NA,NA,NA,11.89,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19633,1997-09-23,1330,NA,NA,6.48,61.2,9.3,NA,0.69,7.12,0.46,2.62,3.25,NA,8,NA,NA,NA,NA,20.56,NA,"NA","BDL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19645,1997-09-30,1110,NA,23,6.92,78.7,11.01,59,0.68,7.73,0.21,2.46,4.19,NA,5,NA,NA,NA,NA,18.88,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19656,1997-10-07,1030,NA,22,7.06,77.4,8.29,98,0.52,6.15,0.3,2.75,3.1,NA,NA,NA,NA,NA,NA,19.77,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19667,1997-10-14,1000,NA,22,6.65,46.1,5.51,65,0.53,4.52,0.37,1.56,2.1,NA,NA,NA,NA,NA,NA,10.66,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19678,1997-10-21,NA,NA,NA,7.36,75.9,3.88,44,0.27,3.66,0.26,1.21,2.54,NA,NA,NA,NA,NA,NA,22.77,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19689,1997-10-28,1006,NA,23,7.4,95.1,8.08,15,0.45,6.86,0.35,3.56,4.34,NA,NA,NA,NA,NA,NA,23.89,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19700,1997-11-04,1010,NA,22,7.37,85.2,6.53,76,0.45,6.14,1.48,2.78,3.73,NA,NA,NA,NA,NA,NA,22.54,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19711,1997-11-11,910,NA,22,6.08,55.8,19.02,7,1.39,14.72,1.69,3.2,2.48,NA,NA,NA,NA,NA,NA,17.07,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19722,1997-11-18,1130,NA,23,7.11,61.2,5.85,20,0.48,4.87,0.24,1.31,2.37,NA,NA,NA,NA,NA,NA,13.84,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19733,1997-11-25,1040,NA,22,7.12,89.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19744,1997-12-02,1130,NA,22,7.43,25.5,5.06,32,0.26,4.21,0.28,1.72,3.19,NA,12,0.99,NA,0.24,NA,13.62,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19755,1997-12-09,1100,NA,21,7.37,75.9,1.09,NA,NA,0.76,0.09,0.36,1.14,NA,6,0.42,NA,0.12,NA,17.17,NA,"NA","BDL","BDL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19766,1997-12-16,1100,NA,22,7.28,92.1,1.97,NA,0.15,1.31,0.09,0.64,2.66,NA,NA,NA,NA,NA,NA,13.74,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19777,1997-12-23,1040,NA,22,7.25,96.1,9.86,99,NA,7.59,0.23,2.72,5,NA,6,1.28,NA,0.35,NA,18.79,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19788,1997-12-30,1050,NA,22,7.51,82.1,8.39,75,NA,7.24,0.36,3.99,4.86,NA,NA,1.87,NA,0.36,NA,21.68,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",NA
"QPA",19799,1998-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19810,1998-01-13,1050,NA,22,6.96,82.3,10.66,98,0.66,7.12,0.3,2.62,4.5,25,4,2.01,NA,0.3,NA,16.87,0.17,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"QPA",19821,1998-01-20,1100,NA,22,7.39,80.4,1.43,10,0.14,1.08,0.11,0.52,1.71,12,NA,0.51,NA,NA,NA,25.28,0.03,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","BDL","NA","NA",NA
"QPA",19832,1998-01-27,1100,NA,21,7.31,89.1,14.51,46,0.39,3.47,0.14,1.32,2.23,21,6,2.19,NA,0.12,NA,18.85,0.06,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
